condition,model,persona_age,persona_gender,persona_is_student,schmitt_gender,bauer_gender,deontic_1,deontic_2,deontic_3,prosocial_1,prosocial_2,prosocial_3,individualistic_1,individualistic_2,individualistic_3,competitive_1,competitive_2,competitive_3,humble,kind,forgiving,giving,helpful,grateful,empathetic,cooperative,courageous,fair,principled,responsible,just,honest,trustworthy,loyal
no_wb,gemini-2.5-pro(Gemini),47,female,False,female,male,1,1,1,3,3,3,4,5,4,1,1,1,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),34,female,False,female,male,1,1,1,4,4,4,5,5,2,1,1,1,3,2,2,2,2,2,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),19,female,False,female,female,1,1,1,1,2,1,4,5,4,1,1,1,3,2,3,3,1,3,4,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),18,female,False,female,male,1,1,1,4,4,4,6,6,6,2,1,1,3,2,3,3,5,3,2,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,False,female,female,1,1,1,4,4,4,5,5,4,1,1,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),42,female,True,male,male,1,1,1,4,4,4,5,5,5,1,1,1,3,2,2,2,3,1,3,3,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),44,female,True,female,male,1,1,1,1,3,1,5,5,5,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),18,female,False,female,male,1,1,1,5,5,5,4,5,3,1,1,1,3,2,3,3,2,3,2,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),24,female,True,female,female,2,1,1,3,4,4,4,4,3,1,1,1,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),36,female,False,male,male,1,1,1,2,4,4,5,5,5,1,1,1,3,2,3,2,1,2,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),20,female,False,female,male,1,1,1,2,2,2,5,5,5,2,1,1,3,2,3,3,1,3,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),56,female,False,female,male,1,1,1,4,4,4,2,5,2,1,1,1,3,3,3,2,2,2,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),18,male,False,female,female,1,1,1,3,4,4,5,5,5,1,1,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,3
no_wb,gemini-2.5-pro(Gemini),29,female,False,male,male,1,1,1,1,1,1,5,5,4,1,1,1,3,2,3,3,1,3,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),38,female,False,female,male,1,1,1,4,4,4,5,5,4,2,1,1,2,3,1,3,3,2,3,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),21,female,False,male,male,1,1,1,2,2,2,5,5,5,1,1,1,3,3,2,3,2,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),22,male,False,male,male,1,1,1,3,3,3,5,6,5,1,1,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),41,female,False,female,female,1,1,1,5,5,5,4,4,4,1,1,1,2,3,2,2,4,2,4,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),29,female,True,female,male,1,1,1,2,2,2,5,5,5,1,1,1,4,2,4,3,2,3,3,2,1,1,1,1,1,1,1,3
no_wb,gemini-2.5-pro(Gemini),23,female,True,male,male,1,1,1,2,2,2,5,5,4,1,1,1,3,2,2,2,2,2,3,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,False,male,female,1,1,1,4,4,4,5,6,5,2,1,1,3,2,3,2,2,2,2,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),20,female,True,female,female,1,1,1,3,3,3,5,5,5,1,1,1,3,3,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),23,female,False,male,female,1,1,1,2,2,2,5,5,4,1,1,1,3,3,2,2,2,1,3,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),31,female,True,female,male,2,1,1,5,5,4,5,6,5,1,1,1,4,2,3,3,2,3,3,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),41,female,False,female,female,1,1,1,2,2,2,6,6,6,1,1,1,3,2,3,3,1,3,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),38,female,False,male,male,1,1,1,2,2,2,4,5,4,1,1,1,2,2,3,2,2,2,2,3,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),40,male,True,male,female,1,1,1,2,3,2,6,6,5,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),18,female,False,male,female,2,1,1,4,5,5,5,5,4,1,1,1,3,4,3,2,3,2,4,3,1,1,1,1,1,1,2,6
no_wb,gemini-2.5-pro(Gemini),54,female,False,female,male,1,1,1,2,3,3,5,5,5,1,1,1,3,2,3,2,1,3,1,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),38,female,False,male,female,1,1,1,5,5,5,5,5,5,1,1,1,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),40,male,True,female,male,1,1,1,4,5,4,5,6,5,1,1,1,3,2,3,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),37,female,True,male,female,1,1,1,2,2,2,4,5,5,1,1,1,3,2,3,3,2,3,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),71,female,False,female,male,1,1,1,2,2,2,4,5,4,1,1,1,2,2,3,2,2,2,4,3,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),23,female,False,female,male,1,1,1,4,4,4,2,5,2,1,1,1,2,2,4,1,2,1,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),42,female,True,male,female,1,1,1,1,1,1,6,6,6,2,1,1,3,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1
no_wb,gemini-2.5-pro(Gemini),40,female,False,male,female,1,1,1,4,4,4,4,5,4,1,1,1,3,3,2,2,2,2,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,male,True,female,male,1,1,1,5,5,5,4,4,4,2,1,1,3,2,3,2,2,2,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),32,female,False,female,female,1,1,1,5,5,5,4,4,4,1,1,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),20,female,True,male,male,1,1,1,4,4,4,5,6,5,2,1,2,3,3,4,3,2,3,5,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),50,female,False,male,female,1,1,1,1,1,1,5,5,4,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),31,female,False,female,male,1,1,1,2,2,2,5,5,4,1,1,1,3,2,3,2,1,2,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),27,male,False,male,male,1,1,1,2,3,2,5,6,5,1,1,1,3,2,3,2,1,2,2,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),48,female,False,female,male,1,1,1,5,5,5,4,5,4,1,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),21,female,True,female,female,1,1,1,2,2,2,5,5,4,1,1,1,3,3,3,2,2,2,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),49,male,False,male,female,1,1,1,2,4,2,4,5,5,1,1,1,3,2,3,2,1,2,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,False,male,male,1,1,1,1,2,1,5,5,4,2,1,1,3,2,3,3,1,3,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),40,male,True,male,female,1,1,1,1,3,1,5,5,5,2,1,1,3,2,3,1,2,3,3,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),30,female,False,male,female,1,1,1,3,4,3,5,5,5,1,1,1,3,2,2,2,1,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),33,female,False,female,female,1,1,1,3,3,3,5,5,5,1,1,1,3,3,3,3,1,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),45,female,False,female,male,1,1,1,2,2,1,5,5,5,1,1,1,3,2,3,3,1,3,4,1,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),48,female,False,male,male,1,1,1,3,3,3,5,5,4,1,1,1,3,2,3,2,2,3,2,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),40,female,False,male,female,1,1,1,3,3,3,5,5,4,2,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),31,male,True,female,male,1,1,1,4,4,4,5,5,3,1,1,1,3,2,3,2,4,2,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),34,female,False,female,female,1,1,1,4,4,4,5,5,5,1,1,1,3,2,2,3,2,3,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),32,female,False,male,male,1,1,1,2,3,2,5,5,4,1,1,1,3,2,4,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),46,female,False,female,female,1,1,1,3,3,3,4,4,4,1,1,1,3,2,2,2,1,2,3,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),19,male,False,male,female,1,1,1,3,4,3,5,5,5,1,1,1,3,3,3,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),47,male,False,male,female,1,1,1,2,2,2,5,5,5,1,1,1,3,4,3,2,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),32,male,False,female,female,1,1,1,4,4,4,5,5,5,1,1,1,3,3,3,3,2,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),18,female,False,male,female,1,1,1,2,2,2,5,5,5,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),23,female,False,male,female,1,1,1,2,2,2,5,5,5,1,1,1,3,2,1,1,1,2,2,2,1,1,1,1,1,1,1,3
no_wb,gemini-2.5-pro(Gemini),38,female,False,male,female,1,1,1,2,2,2,4,5,4,1,1,1,3,2,2,3,2,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),20,female,False,male,male,1,1,1,5,5,5,5,5,5,2,1,2,3,2,2,3,2,2,2,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),46,female,True,male,male,1,1,1,2,2,2,5,5,5,1,1,1,3,2,3,2,1,3,2,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),53,female,True,female,female,1,1,1,3,3,3,5,5,5,1,1,1,3,4,3,3,2,3,4,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,False,female,female,1,1,1,5,5,5,6,6,5,1,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),30,female,False,male,female,1,1,1,1,1,1,5,5,5,1,1,1,3,2,3,3,1,3,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),21,female,False,male,male,1,1,1,2,2,2,5,5,4,1,1,1,3,2,3,3,1,3,3,3,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),28,female,False,male,female,1,1,1,1,2,2,5,5,4,1,1,1,3,2,3,2,1,3,2,2,1,2,1,1,2,1,1,5
no_wb,gemini-2.5-pro(Gemini),27,female,False,male,male,1,1,1,4,4,4,5,5,5,1,1,1,3,3,3,2,2,2,4,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),41,female,False,female,male,1,1,1,2,3,2,4,5,5,1,1,1,3,3,3,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),22,female,False,male,male,1,1,1,1,2,1,5,5,5,2,1,1,3,2,3,1,1,2,4,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),47,female,False,male,female,1,1,1,4,4,4,5,5,5,1,1,1,2,2,1,1,2,1,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),37,male,True,male,male,1,1,1,2,3,3,5,5,4,1,1,1,3,2,2,2,1,2,2,4,1,1,1,1,1,1,1,3
no_wb,gemini-2.5-pro(Gemini),39,female,False,male,male,1,1,1,3,4,4,5,5,5,1,1,1,3,2,3,2,2,2,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),38,female,True,female,female,1,1,1,4,4,4,4,5,4,1,1,1,3,3,1,2,2,1,4,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),32,male,True,female,female,1,1,1,2,2,2,5,5,5,2,1,1,3,3,3,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,True,female,female,1,1,1,2,3,2,5,5,5,1,1,1,3,4,3,3,4,3,4,2,1,1,1,1,1,1,2,5
no_wb,gemini-2.5-pro(Gemini),46,male,True,female,male,1,1,1,4,4,4,3,4,3,1,1,1,3,3,3,2,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),53,female,True,female,female,1,1,1,3,3,3,5,5,4,1,1,1,3,3,2,2,2,2,4,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),41,female,True,female,female,1,1,1,4,4,4,5,5,4,1,1,1,3,3,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),25,female,True,male,female,1,1,1,2,3,2,5,5,5,1,1,1,3,2,2,2,2,1,3,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),46,female,False,female,male,1,1,1,4,4,4,5,5,5,1,1,1,2,3,3,2,1,2,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),28,male,False,male,male,1,1,1,1,2,1,6,6,6,1,1,1,3,2,3,1,1,2,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),18,female,False,female,male,1,1,1,2,2,2,5,5,5,1,1,1,3,3,2,2,1,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),38,female,False,male,male,1,1,1,2,2,2,5,5,5,1,1,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),51,female,False,male,female,1,1,1,2,2,2,5,5,5,1,1,1,3,2,4,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),40,female,True,female,male,1,1,1,4,4,4,5,5,5,1,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),48,female,False,male,male,1,1,1,2,2,2,5,5,4,1,1,1,3,2,2,2,2,2,4,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),47,female,False,male,male,1,1,1,4,4,4,5,5,5,2,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),56,female,False,female,female,1,1,1,3,3,3,4,4,3,1,1,1,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),22,female,False,male,male,1,1,1,1,1,1,5,5,4,1,1,1,3,2,2,3,1,3,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),21,female,False,male,female,1,1,1,4,4,4,6,6,5,1,1,1,3,2,3,2,1,2,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),52,female,False,female,female,1,1,1,3,3,3,5,5,4,1,1,1,2,2,1,1,2,1,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),19,female,False,female,male,1,1,1,4,4,4,5,5,5,1,1,1,3,4,3,3,2,3,4,5,1,1,1,1,1,1,2,5
no_wb,gemini-2.5-pro(Gemini),26,female,False,female,female,1,1,1,4,4,4,5,5,4,1,1,1,3,3,2,2,2,2,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),35,female,False,female,female,1,1,1,3,3,2,5,5,4,1,1,1,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),38,female,False,female,female,1,1,1,2,2,2,4,5,4,1,1,1,3,2,2,3,2,2,3,5,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),25,female,False,male,male,1,1,1,1,2,2,5,5,4,1,1,1,3,2,3,2,1,3,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),29,female,False,female,male,1,1,1,2,2,2,5,5,4,1,1,1,2,3,3,2,2,2,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),54,female,False,female,female,1,1,1,2,2,2,4,4,3,1,1,1,3,3,3,2,1,2,2,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),39,male,True,female,female,1,1,1,2,2,2,4,5,3,1,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,2,2
no_wb,gemini-2.5-pro(Gemini),45,male,False,male,female,1,1,1,4,4,4,3,4,3,1,1,1,3,3,2,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),46,female,False,male,male,1,1,1,4,4,4,5,5,5,1,1,1,3,3,2,2,3,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),40,male,False,female,female,1,1,1,3,3,3,4,5,4,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),40,female,False,female,male,1,1,1,3,3,3,5,5,4,2,1,2,3,3,3,2,2,2,4,1,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),36,female,True,female,female,1,1,1,2,2,1,4,5,5,2,1,1,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),42,female,False,male,male,1,1,1,3,3,3,5,5,4,1,1,1,3,2,3,2,2,1,2,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),18,female,False,male,male,1,1,1,4,4,4,5,5,5,1,1,1,3,3,3,2,2,3,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),44,female,False,female,male,1,1,1,2,2,2,5,5,4,1,1,1,3,2,3,2,2,3,3,4,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),41,female,False,female,female,1,1,1,4,4,4,5,5,4,1,1,1,3,3,3,3,2,3,4,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),38,female,False,female,male,1,1,1,4,4,4,4,5,5,1,1,1,3,2,3,3,2,3,4,2,1,2,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),53,female,False,male,female,1,1,1,3,3,3,5,5,5,1,1,1,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),40,male,True,male,male,1,1,1,4,4,4,5,5,5,1,1,1,3,2,3,3,2,3,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),59,male,False,female,female,1,1,1,2,3,2,5,5,4,1,1,1,3,2,3,2,1,2,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),41,female,True,female,male,1,1,1,2,2,2,5,5,5,1,1,1,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),55,female,False,male,female,1,1,1,2,2,2,5,5,4,1,1,1,3,3,3,3,1,3,4,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),22,female,False,female,male,1,1,1,2,2,2,4,5,3,1,1,1,3,2,3,3,2,3,3,2,1,1,1,1,1,1,1,4
no_wb,gemini-2.5-pro(Gemini),39,female,False,female,male,1,1,1,4,4,4,4,5,4,1,1,1,3,3,3,1,2,2,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),29,female,False,male,male,1,1,1,2,2,2,5,5,5,1,1,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),36,male,False,male,female,1,1,1,3,3,3,5,5,5,2,1,1,2,2,3,2,2,2,4,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),55,female,False,female,female,1,1,1,4,4,4,5,5,5,1,1,1,3,2,2,3,2,3,2,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),45,male,False,male,male,1,1,1,4,4,4,5,5,3,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),42,female,True,female,male,1,1,1,4,4,4,5,5,5,2,1,1,3,4,3,3,4,3,4,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),31,female,False,female,male,1,1,1,2,2,2,5,6,5,1,1,1,3,2,1,3,2,3,3,2,1,1,1,1,1,1,1,3
no_wb,gemini-2.5-pro(Gemini),37,female,False,male,female,1,1,1,2,2,2,5,5,4,1,1,1,2,3,1,1,2,2,3,2,1,1,1,1,1,1,1,2
no_wb,gemini-2.5-pro(Gemini),49,female,False,female,female,1,1,1,4,4,4,5,5,5,1,1,1,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),37,female,False,female,female,1,1,1,2,2,2,5,5,5,1,1,1,3,3,3,2,1,2,3,4,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),18,female,True,male,female,1,1,1,5,5,5,5,5,4,2,1,1,3,4,3,2,2,2,4,3,1,1,1,1,1,1,1,5
no_wb,gemini-2.5-pro(Gemini),24,female,True,female,female,1,1,1,2,4,2,5,5,5,2,1,1,3,3,2,1,2,1,3,2,1,1,1,1,1,1,2,5
