condition,model,persona_age,persona_gender,persona_is_student,schmitt_gender,bauer_gender,deontic_1,deontic_2,deontic_3,prosocial_1,prosocial_2,prosocial_3,individualistic_1,individualistic_2,individualistic_3,competitive_1,competitive_2,competitive_3,humble,kind,forgiving,giving,helpful,grateful,empathetic,cooperative,courageous,fair,principled,responsible,just,honest,trustworthy,loyal
no_wb,gpt-4o-2024-08-06(OpenAI),59,female,False,male,male,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,2,3,2,2,2,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),54,female,False,male,male,3,2,3,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2
no_wb,gpt-4o-2024-08-06(OpenAI),38,male,False,female,male,2,2,2,2,2,2,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),80,female,False,female,female,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),34,female,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),71,female,False,female,male,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),44,female,True,male,female,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),40,male,False,female,female,3,3,3,2,2,2,4,4,4,1,1,2,3,2,3,2,2,3,2,3,2,2,2,3,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),41,female,False,male,male,3,3,2,3,3,3,4,4,3,2,2,2,3,3,4,3,3,3,3,4,2,3,2,3,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),66,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),49,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),56,female,False,female,female,2,2,2,3,3,3,2,2,2,2,2,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),31,male,False,female,female,4,3,3,2,2,2,3,3,3,2,2,2,3,3,4,2,2,3,3,3,3,2,3,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),28,female,False,female,male,3,3,3,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),27,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),61,male,False,male,male,3,3,3,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),63,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),18,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),37,female,False,female,female,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),52,female,False,male,male,2,2,2,2,2,2,4,4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),31,female,False,female,female,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),31,female,False,female,male,3,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),78,female,False,female,male,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),18,male,False,female,female,3,3,3,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),43,female,False,male,male,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),55,male,False,female,male,2,2,2,2,2,2,3,3,3,2,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),33,male,False,male,male,3,3,3,2,2,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),34,male,False,male,male,2,3,2,3,3,3,4,4,4,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),59,female,False,female,female,3,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),44,male,False,female,male,2,2,2,2,2,2,4,4,4,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),26,female,False,male,female,3,3,3,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),35,female,False,male,male,2,2,2,2,2,2,3,3,3,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),30,female,False,male,female,2,2,2,2,2,2,3,3,3,1,1,1,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,female,male,3,3,3,2,2,2,3,4,3,2,1,2,3,3,4,3,3,3,3,4,2,3,3,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),32,male,True,female,female,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),35,female,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),46,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),59,female,False,female,female,2,2,2,2,2,2,4,4,4,2,1,1,3,2,3,2,2,3,3,3,2,2,2,2,2,1,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,male,male,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),57,male,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),27,female,False,male,female,2,2,2,3,3,3,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),75,male,False,female,male,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),55,male,False,male,female,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),57,male,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),54,female,True,male,female,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),85,female,False,female,male,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),36,female,False,female,male,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),60,female,False,male,female,3,3,3,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),57,female,False,male,female,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),26,male,False,female,male,4,4,5,2,2,2,3,3,3,1,1,2,3,3,4,3,2,3,3,3,3,3,5,3,4,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),48,female,False,female,female,2,2,2,2,2,2,4,4,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),32,female,False,male,male,2,2,2,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),69,female,False,male,female,3,3,3,2,2,2,3,4,3,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),70,female,False,male,female,2,2,2,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,4,2,3,2,3,2,3,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),46,female,False,female,male,2,2,2,2,2,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),41,male,False,male,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),67,male,False,female,male,2,2,2,1,1,1,2,2,2,1,1,1,3,3,3,3,2,3,3,3,1,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),33,female,False,female,female,2,2,2,2,2,2,3,3,3,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),69,male,False,male,female,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1
no_wb,gpt-4o-2024-08-06(OpenAI),47,male,False,male,male,2,2,2,3,3,3,4,5,5,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),53,male,False,female,female,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),26,female,False,male,male,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),57,male,False,male,female,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),45,male,False,male,female,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),48,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),64,female,False,female,male,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),44,female,False,male,female,2,2,2,2,2,2,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),51,male,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),68,female,False,male,male,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),58,female,False,male,female,2,2,2,2,2,2,3,4,4,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),68,female,False,male,female,2,2,2,2,2,2,4,4,4,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),46,male,False,female,male,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),49,female,False,female,female,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),47,male,False,male,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),65,female,False,female,female,2,2,2,2,2,2,4,4,4,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),40,female,False,male,male,2,2,2,1,1,1,2,2,2,1,1,1,3,2,3,2,2,3,3,3,2,3,3,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),31,male,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),66,male,False,male,female,2,3,2,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),66,female,False,female,male,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),60,male,False,female,male,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),47,male,False,female,female,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),28,male,False,male,female,2,2,2,2,2,2,3,3,3,1,1,2,3,3,4,2,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),35,male,False,male,female,3,3,3,2,2,2,3,3,3,2,1,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),54,female,False,male,female,2,2,2,2,2,2,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),31,female,False,male,male,2,2,2,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),65,female,False,male,male,2,2,2,2,2,2,3,3,3,1,1,1,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),74,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),22,male,False,male,female,3,3,3,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,3,2,3,3,2,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),30,female,False,female,female,2,2,2,2,3,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),45,female,False,male,female,2,2,2,2,2,2,4,4,4,1,1,1,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),34,female,False,male,male,2,2,2,2,2,2,3,3,3,1,1,1,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),42,female,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),41,female,False,male,male,2,2,2,3,3,3,3,4,4,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),59,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),34,male,False,male,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),67,female,False,male,female,2,2,2,2,2,2,3,3,3,1,1,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),53,male,False,male,male,2,3,2,2,2,2,4,4,4,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,3
no_wb,gpt-4o-2024-08-06(OpenAI),56,female,False,male,male,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,female,female,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),48,male,True,female,female,2,2,2,3,3,3,4,4,4,2,2,2,4,3,4,3,3,4,3,4,2,2,2,3,2,2,3,4
no_wb,gpt-4o-2024-08-06(OpenAI),18,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,3,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),65,male,False,female,male,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),74,female,False,female,female,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),59,female,False,female,female,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),39,female,False,male,female,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),66,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),42,male,False,male,male,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,2,3,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),18,female,False,female,male,2,2,2,2,2,2,3,3,3,1,1,2,3,2,3,2,2,3,2,3,2,2,2,3,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,male,male,2,2,2,2,2,2,3,3,3,1,1,1,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),72,male,False,male,female,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),58,female,False,female,male,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),61,female,False,male,female,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),68,female,False,male,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),67,female,False,male,male,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),78,female,False,female,female,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),34,female,False,male,male,5,4,4,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),33,female,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),73,male,False,female,female,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),30,female,False,female,male,3,3,3,2,2,2,4,4,4,2,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),26,female,False,male,female,3,3,3,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),40,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),51,female,False,female,female,3,3,3,2,2,2,3,3,3,2,1,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,female,female,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),38,male,False,male,male,2,2,2,2,2,2,4,4,4,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),44,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),75,female,False,female,female,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),56,male,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),63,male,False,male,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),65,female,False,male,male,2,2,2,2,2,2,4,4,4,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),57,male,False,female,female,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),58,female,False,female,male,2,2,2,3,3,3,4,4,4,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),52,female,True,female,female,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3
no_wb,gpt-4o-2024-08-06(OpenAI),60,female,False,male,male,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),34,female,False,male,female,3,2,3,2,2,2,4,4,4,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),26,male,False,male,male,2,2,2,2,2,2,3,3,3,1,1,1,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,4
no_wb,gpt-4o-2024-08-06(OpenAI),63,female,False,female,male,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),58,female,False,female,female,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3
no_wb,gpt-4o-2024-08-06(OpenAI),55,female,False,female,male,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
no_wb,gpt-4o-2024-08-06(OpenAI),75,female,False,male,female,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
